,tweet_bersih,score,sentiment
1630,soundtrack resmi piala dunia fifa qatar dreamers nyanyi jungkook grup bts capai hasil,0,neutral
1631,argentina juara final piala dunia qatar messi pecah rekor,0,neutral
1632,ajar final piala dunia partai puncak messi sah goat,-5,negative
1633,soundtrack resmi piala dunia fifa qatar dreamers nyanyi jungkook grup bts capai hasil im voting kali for audacys,0,neutral
1634,simak fakta tarik piala dunia qatar,-4,negative
1635,elon musk menontonbareng langsung final piala dunia qatar stadion heboh,1,positive
1636,sejarah sd,0,neutral
1637,potret upacara tutup piala dunia seru banget,-3,negative
1638,match antiklimaks perancis performa amp hasil next pildun,1,positive
1639,selamat timnas argentina sukses boyong piala dunia qatar,7,positive
1640,informasi biodata leo messi lengkap tim inti argentina juara piala dunia qatar,-7,negative
1641,presiden prancis emmanuel macron selamat latih main argentina jelang beri trofi piala dunia qatar,11,positive
1642,perancis main kemarin kemarin main hebathebat full pressure argentina super cepat main seru tonton dasar argentina menang piala dunia qatar,-5,negative
1643,lupa grup final drama hibur piala dunia qatar baik,-8,negative
1644,info bola argentina prancis lionel messi menang piala dunia kaki ngel mar a dominasi sportalavista maria main rindu,-3,negative
1645,rapor main argentina final piala dunia messi the real goat,2,positive
1646,argentina juara piala dunia terima kasih teman parabola percaya isi paket voucher piala dunia qatar,7,positive
1647,dahsyat piala dunia qatar cetak rekor gol,-1,negative
1648,jujur piala dunia tuh baik piala dunia qatar tarik faktor tahan piala dunia baik tonton,-3,negative
1649,piala dunia qatar argentina juara kalah prancis partai final istimewa main argentina main baik ajang ehmm,-5,negative
1650,info bola argentina prancis lionel messi menang piala dunia argentina dominasi jalan tanding kaki ngel mar a sportalavista maria main,0,neutral
1651,piala dunia argentina juara,-1,negative
1652,bombastis total trilliun rupiah hadiah juara fifa world cup piala dunia qatar capai uang rp miliar rincian lengkap,-3,negative
1653,piala dunia qatar momen messi peluk ibu lengkap klik taut,-7,negative
1654,satudesa slot bandar slot gacorrr min depo ribu link,-4,negative
1655,piala dunia qatar hibur presiden mbappe sedih lengkap klik taut,-6,negative
1656,selamat argentina resmi juara piala dunia qatar jagoin argentina semalem,6,positive
1657,argentina juara piala dunia qatar messi main bola raih lengkap,0,neutral
1658,cak imin protes warganet ramai piala dunia qatar,-6,negative
1659,timnas bangga satusatunya tim ajang piala dunia qatar kalah juara,-9,negative
1660,cetak hattrick final piala dunia presiden prancis kylian mbappe hebat,3,positive
1661,argentina juara piala dunia qatar kalah prancis drama adu penalty,-12,negative
1662,putus lawan penuh piala dunia qatar argentina perancis sahih berita rtm,-10,negative
1663,daftar harga individu piala dunia qatar,0,neutral
1664,kapten tim nasional argentina lionel messi gembira trofi piala dunia qatar,-3,negative
1665,jalan putra bulukumba panitia piala dunia qatar,2,positive
1666,lionel messi resmi sandang gelar goat bantu argentina juara piala dunia qatar,2,positive
1667,argentina pulang bawa piala menang duel adu penalti lawan perancis terima kasih jamu baik hutang pada,-16,negative
1668,erick thohir bagi kebersamaanya legenda sepakbola hadir final piala dunia qatar,-3,negative
1669,makna jubah bisht kain pasang lionel messi emir qatar angkat trofi piala dunia,15,positive
1670,congrats argentina hasil tang gelar piala dunia edisi sekian puasa gelar edisi pildun selamat leo mimpi mu pensiun kado indah,14,positive
1671,ribu dukung timnas raya menang tim tango juara piala dunia qatar lapang monumen obelisco kota buenos aires argentina minggu foto fotoreutersagustin marcarian lihat foto,9,positive
1672,piala dunia qatar lionel scaloni butuh bawa argentina jaya lengkap klik taut,-7,negative
1673,juara piala dunia messi ulang selebrasi ikonik maradona pildun,-1,negative
1674,piala dunia qatar pisah manis messi timnas argentina lengkap klik taut,-4,negative
1675,terima kasih qatar bikin helat piala dunia serba,2,positive
1676,piala dunia qatar argentina kuasa award piala dunia lengkap klik taut,-2,negative
1677,lionel messi angkat trofi garis jalan argentina piala dunia qatar,-1,negative
1678,piala dunia qatar lionel messi angkat trofi piala dunia lengkap klik taut,-2,negative
1679,menteri bumn puji qatar sukses selenggara piala dunia erick harap indonesia contoh negara tepi teluk sia maju ekonomi gerus budaya juooss bangkit erick thohir,-2,negative
1680,juara dunia seru messi mikrofon stadion gol tendang penalti bawa argentina raih gelar juara piala dunia qatar,0,neutral
1681,elon musk kejut hadir saksi tanding final piala dunia qatar duduk samping menantu donald trump,-2,negative
1682,resmi tamat sepak bola menang piala dunia qatar,-4,negative
1683,emir negara qatar penuh janji selenggara juara negaranegara arab sempat masyarakat dunia ajar kaya budaya asli nilainilai piala dunia messi,5,positive
1684,benar argentina juara menang adu pinalti argentina prancis score tanding argentina prancis untunguntungan deh untung argentina argentina menang piala dunia qatar,-4,negative
1685,hasil tanding piala dunia qatar malam argentina juara piala dunia qatar,2,positive
1686,menang piala dunia qatar argentina gelar tiga argentina piala dunia kali tang turnamen,-1,negative
1687,jadwal tayang ulang final piala dunia qatar senin desember indosiar argentina vs prancis,3,positive
1688,argentina tang lawan piala dunia lepas tewas perancis terusi tentu pakan penalti putus stadium lusail doha qatar pagi,-15,negative
1689,selamat pagi selamat menang argentina piala dunia qatar,8,positive
1690,dampak piala dunia qatar gula darah tensi selamat argentinasebagai juara qatar,0,neutral
1691,tanding adu pinalti menang tim argentina kukuh nama juara piala dunia qatar selamat ya tim tango argentina,-8,negative
1692,monitoring aman menontonbareng final piala dunia qatar wilayah hukum polsek bontang barat,0,neutral
1693,messi tim bawa argentina juara piala dunia fifa world cup qatar perancis,-7,negative
1694,piala dunia gue excited beli paket italia masuk messi gue habis fifa qatar tuan rumah masalah gamewise salah baik warbiyasak,-5,negative
1695,pildun ajang piala dunia baik menurutkuentah knptp beda adem banding sblumnya,-4,negative
1696,piala dunia legenda inggris david beckham piala dunia qatar tampil main kelas,-4,negative
1697,argentina juara piala dunia lionel messi goat jalan tim tango qatar,-5,negative
1698,emiliano martinez argentina juara piala dunia surat takdir,-1,negative
1699,maia estianty terbang qatar dukung prancis juara piala dunia,3,positive
1700,lionel messi hasil bawa negara argentina juara piala dunia qatar prestasi dunia sepak bola main argentina milik koleksi mobilmobil mewah mahal simak koleksi mobil mahal mega bin,-4,negative
1701,piala dunia qatar piala dunia baik penuh kejut,0,neutral
1702,omedetou art messi twitterhaku,0,neutral
1703,terimakasih piala dunia qatar piala dunia indah tonton selamat sang goat lionel messi karirnya piala dunia indah selesai debat baik messi,12,positive
1704,gagal bangkit king leo gapai impi bawa negara nya juara piala dunia qatar,-6,negative
1705,selamat argentina juara piala dunia qatar messi is goat,4,positive
1706,rawan indonesia piala dunia qatar pikir bayar alam spesial,-4,negative
1707,yandex piala dunia mudah tonton world cup qatar,-2,negative
1708,leo messi is player of the match kembarbola besar amp percaya game lengkap menang bayar,2,positive
1709,loser is loser,0,neutral
1710,selamat pagi terimakasih saksi menang argentina piala dunia qatar promo event tarik bikin player slot betah main web,14,positive
1711,drama finalti argentina juara piala dunia qatar,-5,negative
1712,argentina menang dont cry for me argentina juara piala dunia qatar,-5,negative
1713,pele aku lionel messi layak raih juara piala dunia qatar,0,neutral
1714,selamat,5,positive
1715,momenmomen tarik argentina vs prancis final piala dunia triple nutmeg maria messi kecup trofi pildun,2,positive
1716,kylian mbappe sedih hebat hasil sepatu emas cetak gol turnamen piala dunia hebat main angkat trofi pildun kali,6,positive
1717,hasil kalah jerman pildun final negara benua amerika eropa kayak piala dunia final negara benua eropa amp benua amerika tuan rumah negara asia qatar,-3,negative
1718,adu mekanik serang psg warna final piala dunia rio ferdinand indah,-6,negative
1719,messi juara piala dunia qatar juara hati,-1,negative
1720,harga piala dunia qatar main baik lionel messi main muda baik enzo fernandez kiper baik emiliano martinez top skor kylian mbappe gol,14,positive
1721,golden boots world cup kylian mbapp goal,0,neutral
1722,the best world cup ever qatar kontroversi politik kejut amp drama anggap piala dunia gagal saji piala dunia baik kisah cerita terima kasih qatar,-8,negative
1723,main argentina raya hasil raih piala dunia qatar winner,4,positive
1724,argentina amp perancis masuk putar final world cup qatar tanding stadion lusail iconic undang spekulasi masmen bumn amp harap dominasi piala dunia rata melulu eropa,1,positive
1725,sabtu desember stadion khalifa internasional qatar tarung kroasia qatar skor gol kroasia amp gol maroko kroasia resmi juara iii piala dunia amp maroko posisi juara iv,4,positive
1726,argentina borong harga serbaserbi piala dunia qatar bee news,6,positive
1727,selamat pagi sahabat kompas menang argentina perancis final piala dunia qatar sorot gelar bawa messi puncak dunia abadi salah sepak bola baik sejarah,-4,negative
1728,timnas argentina juara piala dunia qatar dramatis seru tegang adu penalti mbappe mantap martinez messi istimewa,5,positive
1729,final baik final piala dunia qatar cipta rekor tarik,5,positive
1730,timnas argentina hasil kalah juara tahan prancis final piala dunia qatar drama kejarkejaran gol,-3,negative
1731,piala dunia qatar argentina,-1,negative
1732,fansclub ronaldo haaland juara dunia dybala emi martinez drake maria rungkad higuain deh paul maradona coman madrid deschamps lautaro giroud mac allister pildun kalah benzema main menang prancis wc arsenal all france arab saudi dodo copa america bola piala dunia,-7,negative
1733,piala dunia qatar messi borong rekor,0,neutral
1734,piala dunia qatar kali kes epic argentina king world cup tep idola bang ronaldo,-1,negative
1735,kemanangan argentina perancis gagal tahan gelar juara piala dunia qatar kylian mbappe ukir tinta emas main tajam piala dunia qatar,-8,negative
1736,congrats argentina juara piala dunia qatar kapten lionel messi bawa argentina menang prancis laga puncak final piala dunia stadion lusail qatar senin wib,-4,negative
1737,prediksi erick thohir timnas sepakbola argentina hasil juara piala dunia kalah prancis partai final lusail iconic stadium qatar adu penalti argentina hasil tekuk prancis skor,1,positive
1738,juara nya argentina piala dunia qatar sih you soon piala dunia moga timnas indonesia lolos playoffwalaupun mustahil,-4,negative
1739,pakai abaya qatar angkat trofi messi syekh nih,3,positive
1740,argentina sabet piala dunia rodrigo deh paul juara,-1,negative
1741,piala dunia qatar selamat argentina lusail stadium,4,positive
1742,argentina juara piala dunia qatar kalah timnas prancis drama adu penalti lusail iconic stadium minggu wib faz,-12,negative
1743,piala dunia qatar argentina champion winner argentina hasil juara dunia tumbang perancis adu penalti tanding babak final piala dunia,-8,negative
1744,final piala dunia baik gelar,4,positive
1745,drama adu pinalti final piala dunia qatar menang argentina,-8,negative
1746,fantastis gin bayar kylian mbappe piala dunia qatar main mahal lombok insider,-4,negative
1747,profil biodata kylian mbappe timnas prancis cetak gol piala dunia qatar lombok insider,2,positive
1748,icymi gelar piala dunia qatar gelar piala asia timnas indonesia rasa atmosfer stadium piala dunia,0,neutral
1749,main argentina raih harga piala dunia qatar lionel messi main baik enzo fernandez main muda baik emmiliano martinez kiper baik messi the greatest of all time,8,positive
1750,mbappe cemerlang babak final sayang juara,0,neutral
1751,total messi kali pilih man of the match piala dunia qatar vs mexico vs australia vs belanda vs kroasia vs prancis messi the greatest of all time,-4,negative
1752,speechless sih final seru semalem selamat argentina bawa pulang trofi piala dunia selamat mbappe gacor sih lu top soccer kayak the next goat deh lu calon pildun depan,8,positive
1753,final piala dunia bikin degdegan banget,0,neutral
1754,qatar piala dunia penuh kontroversi tampil main prestasi,-7,negative
1755,tum pssi gembira argentina juara piala dunia qatar angkat trofi raksasa acara tonton bareng,0,neutral
1756,emiliano martinez bilang salah pahlawan hasil timnas argentina juara piala dunia qatar lepas performa apik babak adu penalti partai final lawan prancis,-13,negative
1757,sah lionel messi hebat cristiano ronaldo,0,neutral
1758,negara mana angkat trophy piala dunia qatar palestine the real winner bendera palestina kibar helat piala dunia qatar piala dunia qatar solidaritas palestina dunia tau palestina,-2,negative
1759,selamat argentina juara piala dunia qatar kalah perancis adu penalti normal,-2,negative
1760,usaha khianat hasil pepatah sesuai gambar peristiwa menang raih gelar semangat juang kawankawan hasil raih gelar piala dunia tiga,10,positive
1761,wartawan al jazair khadija ben qena presenter tv aljazeera kibar bendera palestina tanding argentina prancis final piala dunia qatar,-1,negative
1762,kisah manis messi argentina khatam qatar,3,positive
1763,hasil cetak gol final piala dunia qatar kylian mbappe gagal bawa prancis juara,0,neutral
1764,pasti langgan nikmat final piala dunia nyaman pln jamin pasok listrik,7,positive
1765,jawab lionel messi cristiano ronaldo argentina juara piala dunia qatar selamat argentina selamat lionel messi,7,positive
1766,mbappe sedih karier,-5,negative
1767,trio argentina raih harga individu piala dunia qatar,4,positive
1768,lionel messi kado jubah spesial qatar piala dunia makna ya,10,positive
1769,video kim jong un hadir piala dunia protes ham qatar,-5,negative
1770,full time gol tanding final piala dunia qatar menang argentina kalah prancis lusail iconic stadium lusail qatar tanggal minggu desember kemarin gue juara trofi lionel messi dkk argentina juara,-4,negative
1771,juara argentina kukuh raja adu penalti pentas piala dunia,-6,negative
1772,bawa argentina juara lionel messi main baik piala dunia,-1,negative
1773,piala dunia qatar lonceng ganti era messi tutup era juara dunia ronaldo cepat pulang semi final jalan pahlawan era pensiun sih,-6,negative
1774,messi bawa argentina juara piala dunia main baik pildun selamat leomessi hak berkat kerja keras timnas messi ajar kalah sukses tunda,2,positive
1775,jakarta cnbc indonesia argentina juara piala dunia fifa pasti argentina takluk prancis adu penalti stadion lusail qatar senin wib,-1,negative
1776,totogel situs togel online live casino sport slot online baik percaya amp besar indonesia hasil tanding piala dunia qatar final match timnas argentina timnas prancis skor menang pihak timnas argentina,10,positive
1777,timnas argentina hasil selesai kiprah gelar piala dunia qatar sempurna ya timnas argentina hasil juara kalah prancis partai final,9,positive
1778,the real factos argentina juara piala dunia qatar,1,positive
1779,pesan sentuh presiden argentina messi cs juara piala dunia,0,neutral
1780,raya menang maradona bawa argentina juara piala dunia mexico pesta menang messi bawa albiceleste raih trofi piala dunia tiga qatar greatest of all time,-2,negative
1781,messi cipta legacy piala dunia qatar,-1,negative
1782,argentina hasil juara piala dunia qatar tumbang prancis drama adu penalti jalan lionel messi cs fase grup sih hasil boyong trofi piala dunia,-11,negative
1783,pmnangnya final fifa world cup qatar enth prancis argentina layak juara prmainan apik amp dramatis malam akhrnya juara piala dunia prancis estafet argentina piala dunia,-4,negative
1784,orang bilang piala dunia hype fakta orang bilang orang posting medsosnya pildun menontonbareng mana perilaku bukti kata salah,-10,negative
1785,argentina piala dunia qatar juara,-1,negative
1786,skor cengang argentina vs prancis skor dlanjutkn adu pinalti messi brmain piala dunia fifa world cup qatar kali penuh drama pnutupan okegw lihat bola insyaallah,-5,negative
1787,argentina banjir harga piala dunia messi,2,positive
1788,gareth southgate latih timnas inggris legenda mu putus,-1,negative
1789,negara argentina juara piala dunia main arak dijalanjalan qatar dieluelukan,1,positive
1790,kuis tebak skor piala dunia qatar juara i hadiah total betting tanding lomba max juara ii hadiah total betting tanding lomba max,6,positive
1791,presiden fifa piala dunia qatar baik sejarah,4,positive
1792,lgbt isu kerja isu lgbt kalah rame gema piala dunia qatar negara islam qatar boleh atribut lgbt pamer publik,-6,negative
1793,isu kerja piala dunia qatar dicancel utama isu kerja the guardian ngeberitain kalo kerja migran tinggal qatar kali bidding tuan rumah piala dunia,-6,negative
1794,tanding dramatis argentina menang piala dunia qatar,0,neutral
1795,deh ya goat milik messi ronaldo kalah,-3,negative
1796,piala dunia qatar rebut juara,-3,negative
1797,selamat argentina juara piala dunia qatar argentina juara piala dunia meksiko,3,positive
1798,lionel scaloni ajak rakyat argentina nikmat sukses juara piala dunia qatar,6,positive
1799,seru final piala dunia qatar argentina vs prancis,0,neutral
1800,nanti argentina juara piala dunia qatar,-3,negative
1801,maaf mbappe hattrickmu halang argentina kampiun piala dunia,-5,negative
1802,lionel messi pensiun juara piala dunia,-4,negative
1803,enzo fernandez main muda baik piala dunia qatar profil statistik turnamen juara dunia dybala saudi arabia maria lloris madrid aguero dembele greatest of all time messi emiliano martinez,-1,negative
1804,sangka piala dunia kesan cerita sejarah cipta piala dunia qatar helat sebut piala dunia gagal piala dunia qatar salah sukses,-11,negative
1805,tekuk prancis argentina juara piala dunia qatar,-1,negative
1806,turut piala dunia qatar piala dunia baik,-3,negative
1807,argentina juara piala dunia lionel messi raih harga main baik,6,positive
1808,video argentina juara piala dunia qatar drama penalti indah karir lionel messi,-4,negative
1809,pulau bungin desember menontonbareng final piala dunia qatar argentina vs francis,0,neutral
1810,best world cup final ive ever seen samping galau total prancis gua gagal back back piala dunia kali gua gua momen gua rasai pildun ulang thank you qatar sih you benua amerika,-3,negative
1811,total harga individual sabet argentina kategori beda bintang prancis kylian mbappe raih cetak gol golden boots piala dunia,9,positive
1812,argentina kampiun piala dunia tampil gemilang main albiceleste borong harga individual,5,positive
1813,kylian mbappeampnbsptop skor piala dunia qatar,-1,negative
1814,lionel messi main baik piala dunia qatar argentina juara,1,positive
1815,main baik malam partai final piala dunia qatar messi mbappe,1,positive
1816,rakyat argentina pesta buenos aires raya sukses negara hasil juara piala dunia tiga kali nanti wujud messi kawan qatar greatest of all time,9,positive
1817,pimpin qatar presiden fifa lionel messi jubah trofi piala dunia,2,positive
1818,manusia hebat sentiasa kerja keras pasti nikmat qatar terima kasih sokong usaha piala dunia maaf rezeki jumpa,13,positive
1819,kalah prancis final argentina juara piala dunia qatar,-4,negative
1820,statistik drama warna argentina juara piala dunia qatar coid,-4,negative
1821,final piala dunia baik tonton kayak jantung copottapi seru habis jakarta indonesia,-5,negative
1822,argentina juara piala dunia fifa world cup qatar,-1,negative
1823,piala dunia qatar prancis tegas harap negara,-1,negative
1824,piala dunia qatar argentina lionel messi raih jaya dunia,4,positive
1825,argentina kalah prancis drama adu penalti skore argentina juara piala dunia qatar,-12,negative
1826,suasana kini menontonbareng final piala dunia qatar argentina vs perancis summarecon mall serpong kelapa kabupaten tangerang area panggung tayang tanding padat fan tim akses jalan sulit,10,positive
1827,piala dunia qatar overall piala dunia unexpected ragu piala dunia seru enggakbisa prediksi tim unggul satu gugur drama tim underdog kalah tim unggul,-24,negative
1828,ricardinho selamat argentina hasil menang piala dunia qatar,6,positive
1829,laga final piala dunia stadion lusail lusail qatar tim tango kalah tim ayam jago skor adu penalti minggu malam tanah air,-14,negative
1830,mohon maaf kawan terima nyata piala dunia qatar milik argentina restu ilahi tuhan yme oke,8,positive
1831,nanti argentina angkat trofi piala dunia menang adu penalti prancis stadion lusail qatar minggu,-4,negative
1832,kenang salah piala dunia baik selamat tinggal world cup qatar,1,positive
1833,banjir bonus nih messi cs juara piala dunia,0,neutral
1834,menang adu pinalty bangga mes argentina menang xmenit menang mutlak halmnjijikanamp mua dibnggakan bngga juara piala dunia qatar menang menit menang mutlak dibnggakan prancis juara brthan dunia,-13,negative
1835,selebrasi timnas argentina angkat trofi emas piala dunia qatar,2,positive
1836,lionel messi golden ball bawa pisah kampiun piala dunia qatar sumbang gol,-7,negative
1837,argentina prancis kroasia tim tempat podium piala dunia qatar kali tim luar benua eropa sukses juara dunia,-10,negative
1838,menang piala dunia main bintang join paris saintgermain ronaldinho join psg menang pildun mbappe join psg menang pildun messi join psg menang pildun,-1,negative
1839,piala dunia tarik dam euforia enggakada pildun pildun baik,0,neutral
1840,rekap piala dunia qatar lionel messi kylian mbappe ukir rekor mentereng,-6,negative
1841,selamat argentina menang piala dunia qatar,3,positive
1842,final piala dunia qatar argentina juara,0,neutral
1843,argentina lawan prancis menang adu pinalty bangga besok argentina lawan italia lum tntu menang mutlak lawan brasil bngga argentina juara piala dunia qatar mnjijikanamp mua adu pinalty mrsa bngga menang xmenit bngga,-19,negative
1844,congrats argentina win the fifa world cup qatar selamat messi oleh tropi piala dunia hujung karirnya,4,positive
1845,selamat argentina thx prancis final tegang terima kasih qatar tuan rumah piala dunia,12,positive
1846,deret top skor piala dunia gol sejarah,7,positive
1847,alhamdulillah ya allah halal piala cium ajak tidur peluk sahhhhh argentina juara piala dunia qatar mantap kado baik desember tolong banding maradona pele cer,14,positive
1848,potret bahagia argentina juara piala dunia part cek artikel putar piala dunia,-7,negative
1849,messi dkk raya gelar juara piala dunia qatar,1,positive
1850,tonton bareng final piala dunia qatar sps kepri media gue,-4,negative
1851,messi tamat sepakbola tanding piala dunia qatar wakil argentina menang titel world cup sempurna gelar greatest of all time sungguh,4,positive
1852,acehkini selamat argentina juara piala dunia qatar tanding piala dunia terima kasih qatar tuan rumah piala dunia,7,positive
1853,presiden fifa world cup prancis klah juara piala dunia menang adu pinalty menang mutlak prancis juara brthan piala fifa world cup xmenit draw tndanya prancis juara brthan piala fifa world cup qatar bukanklah,-9,negative
1854,match of the man bagi tanding final piala dunia qatar emiliano mart nez lu are the best,-1,negative
1855,personil polsek denpasar barat aman laga final piala dunia qatar argentina vs prancis titik wilhum polsek denbar argentina sukses rengkuh trofi piala dunia tiga prancis gagal tahan gelar,-3,negative
1856,congratulation argentina argentina hasil juara piala dunia qatar kalah francis tendang adu pinalti skor pinalti,-8,negative
1857,menang adu pinalty bngga argentina wjar presiden prancis emanuel macron twiteran presiden argentina juara pinalty mrsa bngga juara piala dunia menang menang mutlak bngga argentina juara piala dunia qatar kcuali menang,-6,negative
1858,main baik piala dunia qatar messi bola emas mbapep sepatu emas,4,positive
1859,final fifa world cup qatar argentina vs france final piala dunia seru kejar kejar gol drama penalti extra time selesai adu penalti argentina menang selamat puas banget tonton,-4,negative
1860,piala dunia puncak karier messi argentina,-4,negative
1861,timnas argentina pesta hasil juara piala dunia qatar tunduk prancis drama adu penalti,-5,negative
1862,benzema bela prancis latih didier deschamps,1,positive
1863,argentina juara piala dunia qatar messi gelar lengkap fan tidur nyenyak,-4,negative
1864,piala dunia qatar selesai tragedi kanjuruhan,-4,negative
1865,kira seru banget piala dunia gua pantengin seru parah tim suka pulang nunggunya sih lu moga gua dunia we will miss qatar memories,-12,negative
1866,qatar messi rusia mbappe brazil mario gotze south africa iniesta german materazzi nama nama hasil cetak gol negara nya final piala dunia jawara banyak unsur inisial bawa hoki,7,positive
1867,piala dunia milik qatar ya psg ya messi ya mbappe,0,neutral
1868,alhamdulillah ya allah argentina juara pildun pulga angkat trofi piala dunia karir sepakbolanya ultah gua tinggal hitung enggakapa-apa kado ultah indah,14,positive
1869,selamat argentina juara piala dunia qatar selamat untul main baik sungguh hibur laga argentina vs francis laksana drama korea,10,positive
1870,laga final piala dunia qatar timnas argentina lawan prancis gelar lusail iconic stadium minggu malam wib jalan sengit menang tanding tentu babak adu penalti,-11,negative
1871,selamat argentina juara piala dunia qatar tanding piala dunia terima kasih qatar tuan rumah piala dunia,7,positive
1872,tidur tonton final piala dunia qatar eh film bang hibur tonton film serigala france kalah,-12,negative
1873,selamat argentina menang piala dunia ada qatar fan argentina bangga capai sesak saksi kalah france argen kalah,-4,negative
1874,selamat argentina respek prancis terima kasih hibur qatar selenggara piala dunia kali selesai piala dunia mari baik jam tidur rusak,15,positive
1875,piala dunia qatar baik,1,positive
1876,beli tiket libur nataru mari ajabanyak diskon promonya loh,7,positive
1877,timnas argentina resmi juara piala dunia qatar kalah prancis final stadion lusail minggu tim main babak panjang argentina menang adu penalti,-12,negative
1878,senangg sekaliiakhirnya argentina menang piala dunia qatar vamoss argentina,-2,negative
1879,after winning their smiling faces,0,neutral
1880,piala dunia qatar seru fase grup final kejut fifa world cup qatar juara sepakbola baik what a game congrats argentina congrats leo messi,6,positive
1881,percayadiri sih prancis hapus nama argentina stasiun kereta tanah,-7,negative
1882,argentina juara piala dunia kalah prancis adu penalti stadion lusail qatar minggu,-8,negative
1883,tahu gelar menang tanding cek cuit ds lihat balik valid final prancis kalah argentina hasil,-1,negative
1884,cemerlang piala dunia qatar kiper maroko yassine bounou mati mu real madrid,3,positive
1885,arab saudi sang juara sejati champion of champion world cup qatar satu negara kalah argentina piala dunia qatar,0,neutral
1886,kiper baik piala dunia emi martinez argentina juara piala dunia qatar,0,neutral
1887,sedih banget kali menontonbareng piala dunia anak kost as mahasiswa seruseruan bareng akak bareng meme bola gue lupa qatar harga banget moga ketemu menontonbareng bareng ex anak kost entar pas sukses amin,2,positive
1888,videocall nyemangatin anak habis juara piala dunia qatar cc,-1,negative
1889,timnas argentina main merk hebat messi enjo emartinesselamat tim argentina juara piala dunia qatar,-5,negative
1890,final piala dunia tonton qatar final baik buruk rusia,-6,negative
1891,qatar resmi salah piala dunia baik gua tonton beritaisu negatif bayar tuntas kerja keras buah sukses terima kasih qatar,0,neutral
1892,ya selesai piala dunia qatar kayak kemarin kali subs vidio tonton full match argentina vs arab eh deh kelar drama piala dunia kali kalah jerman argentina laga perdana final seru banget,-11,negative
1893,drama adu penalti saji final piala dunia skor imbang tahan babak panjang argentina juara sesuai harap sahabat nih,-4,negative
1894,sosmed penuh postingan messi argentina juara piala dunia qatar dybala greatest of all time nih kkasih kep,-1,negative
1895,malam final piala dunia fifa world cup qatar lhokseumawe aceh,-1,negative
1896,seru ajig piala dunia qatar,-1,negative
1897,inggris tim main adil turnamen,-3,negative
1898,thanks wc qatar jujur fan ronaldo benci messi perwujutan kerja kerasronaldo bakatmessi piala dunia kali simpel lihat salah angkat piala no doubt messi got terimakasih and lm,11,positive
1899,tonton malam hari ketemu pildun siapsiap liga,-4,negative
1900,piala dunia qatar kesah messi goat mbappe hattrick final capai maroko kejut jepang panggung kiper hebat emi lloris livakovic bounou szczesny muncul gelandang hebat final kalah lawan tim arab,-11,negative
1901,wattunnami messi angkat piala qatar piala dunia indah tawwa indak main mi messi ronaldomaria grizmann varane luca modric main maroko korsel mami hibur ta,0,neutral
1902,lionel messi peluk sang bunda putra kapitan sukses juara piala dunia qatar saksi istri putra saudara definisi bahagia hakiki,0,neutral
1903,piala dunia qatar debat selesai negara masingmasing,4,positive
1904,selamat harga piala dunia qatar,7,positive
1905,drake bawa kutu argentina tuh,-2,negative
1906,piala dunia qatar sistem grup kualifikasi semi final final,-5,negative
1907,momen timnas argentina angkat trofi piala dunia qatar messi happy banget ya klovers selamat argentina source photo,12,positive
1908,benarbenar final baik piala dunia qatar,2,positive
1909,victory argentina,0,neutral
1910,vamoos argentinaa haru juang bangga saksi hidup tanding terimakasih wordp cup qatar piala dunia intensitas tanding seru,10,positive
1911,salah piala dunia baik ku tonton tanding final josss bilang piala dunia qatar seru,-5,negative
1912,selamat argentina piala dunia qatar terima kasih messi kapten tim baik,5,positive
1913,main baik piala dunia qatar,1,positive
1914,terima kasih qatar saji tarik orang bilang piala dunia afsel iconic salah nganggep piala dunia qatar level,3,positive
1915,final piala dunia qatar final baik suka suka tanding sarat emosional seru tim main laga sepakbola terimakasih selamat argentina france good game messi vs mbappe anjir gayeng oyak topscore,20,positive
1916,raih top skor piala dunia qatar kalah messi mbappe lesu terima sepatu emas,3,positive
1917,argentina winner piala dunia qatar messi jubah angkat trofi piala dunia,1,positive
1918,impi argentina juara piala dunia laku wujud piala dunia qatar raih menang prancis babak final senin,-2,negative
1919,rana kerja ambik suasano cerita anak cucu nih piala dunia epik dakwah qatar sejarah morocco masuk jaring padu messi argentina menang gaya ronaldo menang negara eropah sokong lgbt tkeluar,5,positive
1920,pas tonton pildun hati omong gue ya and today suana pasca world cup nyeletuk gue ya tonton piala dunia,-10,negative
1921,detik detik menang argentina vs francis adu pinalti piala dunia qatar,-5,negative
1922,selamat argentina jurai piala dunia qatar lupa kalo beli netflix sbspremium,1,positive
1923,selamat argentina juara piala dunia qatar selamat lionel messi mutlak satusatunya the greatest of all the time,6,positive
1924,takluk perancis adu penalti argentina juara piala dunia argentina juara piala dunia menang adu penalti perancis stadion lusail qatar minggu desember,-9,negative
1925,tanding final piala dunia qatar timnas argentina lawan prancis gelar lusail iconic stadium minggu malam wib jalan sengit menang tanding tentu babak adu penalti,-9,negative
1926,kontras banding ekspresi messi piala dunia argentina champions pildun kali kalah prancis adu penalti bukansipalingbola,-11,negative
1927,yuhuuuu mah piala dunia baik happy world cup qatar,6,positive
1928,final piala dunia baik argentina layak juara perancis juang terima kasih piala dunia qatar,2,positive
1929,menontonbareng final piala dunia qatar ribu orang padat jalan merdeka meulaboh aceh barat,0,neutral
1930,emilio martinez kiper hebat argentina piala dunia qatar,-1,negative
